Player,Nation,Age,Pos,Squad,Season,Min,Gls,Ast,xG,xA,npxG,xAG,G+A,Sh,SoT,G/Sh,G/SoT,PrgC,PrgP,PrgR,KP,1/3,PPA,CrsPA,Cmp%,TotDist,PrgDist,SCA,GCA,SCA90,GCA90,Tkl,TklW,Int,Blocks,Clr,Tkl+Int,Touches,Succ,Succ%,Carries,CrdY,CrdR,Fls,Fld,GA,Saves,Save%,CS,PSxG,PSxG+/-,#OPA,AvgDist,MP,Starts,90s,Mn/MP,PPM,+/-,+/-90,npxG+xAG,SoT%
Giorgio Altare,it ITA,22,DF,Cagliari,2021-2022,1466.0,1.0,0.0,1.0,0.6,1.0,0.6,1.0,18.0,6.0,0.06,0.17,13,71,10,8,50,6,3,66.5,10947,4885,27,0,1.66,0.0,39.0,28,30,11,70,69,1000,8,80.0,461,5,0,35,0,,,,,,,,,19,17,16.3,77,0.95,-9,-0.55,1.6,33.33333333333333
Hugo Álvarez,es ESP,18,FW,Celta Vigo,2021-2022,11.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,1.0,0.0,0.0,,0,0,0,0,0,0,0,33.3,12,0,0,0,0.0,0.0,1.0,0,0,0,1,1,8,0,,2,0,0,0,0,,,,,,,,,1,0,0.1,11,3.0,0,0.0,0.2,0.0
Yeray Álvarez,es ESP,26,DF,Athletic Club,2021-2022,1860.0,0.0,0.0,0.5,0.3,0.5,0.1,0.0,7.0,0.0,0.0,,16,64,4,4,49,2,0,81.6,16426,6655,17,1,0.82,0.05,24.0,14,45,9,97,69,1242,2,66.7,602,6,0,23,0,,,,,,,,,22,21,20.7,85,1.23,0,0.0,0.6,0.0
Dani Alves,br BRA,38,DF,Barcelona,2021-2022,1098.0,1.0,3.0,0.3,3.1,0.3,2.3,4.0,5.0,2.0,0.2,0.5,33,72,25,22,85,27,15,84.0,13852,4399,34,4,2.79,0.33,30.0,19,11,11,10,41,1170,12,100.0,701,2,1,27,1,,,,,,,,,14,13,12.2,78,2.5,16,1.31,2.5999999999999996,40.0
Steven Alzate,co COL,22,MF,Brighton,2021-2022,404.0,0.0,0.0,0.1,0.2,0.1,0.2,0.0,1.0,1.0,0.0,0.0,3,21,6,2,18,1,0,87.6,3213,865,6,1,1.34,0.22,10.0,4,10,4,10,20,292,6,75.0,148,0,0,6,0,,,,,,,,,9,5,4.5,45,1.11,-4,-0.89,0.30000000000000004,100.0
Ibrahim Amadou,fr FRA,28,"DF,MF",Metz,2021-2022,812.0,1.0,0.0,0.4,0.0,0.4,0.1,1.0,3.0,2.0,0.33,0.5,6,21,1,3,10,0,0,87.5,7290,2224,9,0,1.0,0.0,16.0,8,14,2,26,30,517,6,85.7,339,4,0,11,1,,,,,,,,,10,10,9.0,81,0.4,-10,-1.11,0.5,66.66666666666666
Emmanuel Amankwaa Akurugu,gh GHA,19,DF,Getafe,2021-2022,79.0,0.0,1.0,0.0,0.0,0.0,0.1,1.0,1.0,0.0,0.0,,5,4,6,1,1,0,0,66.7,425,161,1,1,1.14,1.14,0.0,0,0,1,0,0,48,3,75.0,25,0,0,1,0,,,,,,,,,3,1,0.9,26,1.0,1,1.14,0.1,0.0
Daniel Amartey,gh GHA,26,DF,Leicester City,2021-2022,2123.0,0.0,0.0,0.0,0.4,0.0,0.2,0.0,2.0,1.0,0.0,0.0,14,62,0,4,71,1,0,90.5,25246,8400,18,1,0.76,0.04,26.0,13,21,16,93,47,1752,6,85.7,1133,4,0,14,0,,,,,,,,,28,23,23.6,76,1.5,-5,-0.21,0.2,50.0
Amath,sn SEN,25,"FW,MF",Mallorca,2021-2022,884.0,0.0,1.0,1.4,0.5,1.4,0.9,1.0,11.0,4.0,0.0,0.0,18,19,58,6,11,5,1,78.7,2044,508,23,3,2.34,0.31,21.0,11,7,9,7,28,326,15,48.4,184,5,0,19,4,,,,,,,,,19,9,9.8,47,0.89,-3,-0.31,2.3,36.36363636363637
Jordan Amavi,fr FRA,27,DF,Nice,2021-2022,413.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,,,13,28,21,1,27,2,0,84.3,4444,1417,6,1,1.31,0.22,16.0,10,15,5,7,31,380,5,55.6,245,1,0,2,2,,,,,,,,,8,4,4.6,52,2.25,6,1.31,0.1,
Jordan Amavi,fr FRA,27,"DF,FW",Marseille,2021-2022,128.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,,,3,9,6,1,7,3,1,86.0,1244,321,2,1,1.41,0.7,6.0,5,1,1,3,7,104,0,0.0,59,0,0,3,0,,,,,,,,,2,2,1.4,64,1.0,0,0.0,0.0,
Wisdom Amey,it ITA,15,DF,Bologna,2021-2022,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,1,0,0,0,0,0,69.0,419,59,0,0,0.0,0.0,3.0,2,3,0,1,6,41,0,0.0,19,0,0,1,0,,,,,,,,,1,1,0.8,71,3.0,1,1.27,0.0,
Kelvin Amian,fr FRA,23,DF,Spezia,2021-2022,2646.0,1.0,1.0,2.6,1.5,2.6,1.3,2.0,26.0,7.0,0.04,0.14,38,64,50,12,53,7,2,78.3,13080,5926,33,1,1.12,0.03,66.0,42,32,35,75,98,1446,23,62.2,670,9,2,36,2,,,,,,,,,32,31,29.4,83,1.0,-20,-0.68,3.9000000000000004,26.923076923076923
Nadiem Amiri,de GER,24,"MF,FW",Genoa,2021-2022,683.0,0.0,1.0,0.9,1.4,0.9,2.1,1.0,16.0,6.0,0.0,0.0,17,33,34,20,16,9,1,74.2,3236,970,30,1,3.96,0.13,6.0,4,0,3,0,6,402,12,41.4,238,0,0,7,1,,,,,,,,,13,9,7.6,53,1.0,-6,-0.79,3.0,37.5
Nadiem Amiri,de GER,24,"MF,FW",Leverkusen,2021-2022,369.0,1.0,0.0,0.5,0.4,0.5,0.3,1.0,8.0,2.0,0.13,0.5,17,21,29,3,10,8,0,82.4,2857,576,7,1,1.71,0.24,8.0,4,5,5,0,13,277,3,25.0,183,0,0,2,1,,,,,,,,,13,3,4.1,28,2.0,0,0.0,0.8,25.0
Ethan Ampadu,wls WAL,20,"MF,DF",Venezia,2021-2022,2282.0,0.0,3.0,0.3,1.5,0.3,1.6,3.0,7.0,1.0,0.0,0.0,26,112,23,15,96,12,7,74.4,15853,6627,45,6,1.77,0.24,67.0,43,51,26,76,118,1472,13,76.5,712,13,2,46,0,,,,,,,,,29,26,25.4,79,0.69,-24,-0.95,1.9000000000000001,14.285714285714285
Sofyan Amrabat,ma MAR,24,MF,Fiorentina,2021-2022,944.0,1.0,0.0,0.1,0.7,0.1,0.2,1.0,4.0,3.0,0.25,0.33,13,63,3,8,74,9,1,90.1,12507,3260,18,0,1.72,0.0,24.0,13,5,8,6,29,799,10,83.3,506,6,0,25,1,,,,,,,,,23,8,10.5,41,1.78,-1,-0.1,0.30000000000000004,75.0
Joachim Andersen,dk DEN,25,DF,Crystal Palace,2021-2022,2916.0,0.0,3.0,0.7,1.9,0.7,1.7,3.0,8.0,3.0,0.0,0.0,14,100,4,20,151,11,2,81.3,44144,15836,33,4,1.02,0.12,30.0,23,37,11,125,67,2614,7,77.8,1604,4,0,19,0,,,,,,,,,34,32,32.4,86,1.32,7,0.22,2.4,37.5
Felipe Anderson,br BRA,28,FW,Lazio,2021-2022,2888.0,6.0,8.0,6.2,5.2,6.2,6.5,14.0,44.0,16.0,0.14,0.38,142,123,264,50,60,61,13,77.9,16074,3918,115,19,3.59,0.59,71.0,45,20,36,16,91,1869,58,53.7,1091,2,0,43,9,,,,,,,,,38,33,32.1,76,1.68,11,0.34,12.7,36.36363636363637
Sebastian Andersson,se SWE,30,FW,Köln,2021-2022,1257.0,3.0,1.0,4.5,0.9,4.5,1.0,4.0,35.0,12.0,0.09,0.25,10,14,86,12,5,7,1,62.8,1595,243,20,4,1.43,0.29,11.0,7,3,10,14,14,397,6,40.0,199,3,0,23,2,,,,,,,,,26,13,14.0,48,1.38,-2,-0.14,5.5,34.285714285714285
Florin Andone,ro ROU,28,FW,Cádiz,2021-2022,176.0,0.0,0.0,0.2,0.0,0.2,0.1,0.0,3.0,1.0,0.0,0.0,0,2,11,3,2,0,0,65.8,283,21,4,0,2.05,0.0,1.0,1,0,1,1,1,62,2,100.0,32,1,0,3,0,,,,,,,,,5,1,2.0,35,0.2,-6,-3.07,0.30000000000000004,33.33333333333333
Andrés Andrade Cedeño,pa PAN,22,DF,Arminia,2021-2022,1046.0,0.0,0.0,0.3,0.5,0.3,0.1,0.0,7.0,3.0,0.0,0.0,18,44,15,4,32,2,1,65.4,5920,2921,7,1,0.6,0.09,27.0,16,19,18,44,46,686,9,50.0,293,4,0,14,0,,,,,,,,,17,12,11.6,62,1.0,-6,-0.52,0.4,42.857142857142854
Benjamin André,fr FRA,30,MF,Lille,2021-2022,2752.0,2.0,1.0,1.4,1.3,1.4,1.3,3.0,18.0,5.0,0.11,0.4,38,178,59,15,145,12,2,79.5,22765,6915,56,5,1.83,0.16,123.0,69,50,33,56,173,2175,20,80.0,1251,12,1,67,1,,,,,,,,,33,33,30.6,83,1.36,-6,-0.2,2.7,27.77777777777778
Fredrik André Bjørkan,no NOR,22,DF,Hertha BSC,2021-2022,353.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,,,11,18,10,2,7,5,2,80.1,1794,844,10,0,2.55,0.0,12.0,10,6,5,8,18,215,4,44.4,88,1,0,3,1,,,,,,,,,9,2,3.9,39,0.56,-12,-3.06,0.0,
Marcos André,br BRA,24,"FW,MF",Valencia,2021-2022,973.0,1.0,3.0,3.0,1.2,3.0,2.6,4.0,30.0,8.0,0.03,0.13,19,20,62,13,12,6,0,66.3,1764,430,26,2,2.4,0.18,15.0,11,7,2,13,22,339,14,42.4,189,3,0,23,5,,,,,,,,,29,8,10.8,34,1.31,3,0.28,5.6,26.666666666666668
Robert Andrich,de GER,26,MF,Leverkusen,2021-2022,1817.0,4.0,2.0,3.2,1.7,2.8,1.5,6.0,30.0,7.0,0.13,0.57,19,100,27,12,88,9,0,80.2,13041,4189,38,6,1.88,0.3,33.0,17,31,9,46,64,1216,13,92.9,592,5,1,40,3,,,,,,,,,26,21,20.2,70,1.92,17,0.84,4.3,23.333333333333332
José Ángel,es ESP,31,DF,Osasuna,2021-2022,1083.0,1.0,1.0,0.2,1.8,0.2,1.5,2.0,11.0,3.0,0.09,0.33,22,98,35,8,72,23,13,75.2,12280,5279,20,2,1.66,0.17,20.0,13,10,9,21,30,893,20,69.0,488,2,1,10,1,,,,,,,,,23,12,12.0,47,1.04,-6,-0.5,1.7,27.27272727272727
Angeliño,es ESP,24,DF,RB Leipzig,2021-2022,2298.0,2.0,5.0,1.2,8.4,1.2,5.2,7.0,12.0,6.0,0.17,0.33,35,73,177,52,68,54,36,71.4,17957,6443,83,8,3.25,0.31,28.0,21,29,20,40,57,1708,14,73.7,782,3,0,15,1,,,,,,,,,29,26,25.5,79,1.66,17,0.67,6.4,50.0
Ebenezer Annan,gh GHA,18,DF,Bologna,2021-2022,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2,0,0,0,1,0,0,36.4,51,17,0,0,0.0,0.0,1.0,1,1,0,1,2,14,0,,4,0,0,0,0,,,,,,,,,1,0,0.3,25,0.0,-1,-3.6,0.0,
Cristian Ansaldi,ar ARG,34,DF,Torino,2021-2022,691.0,0.0,3.0,0.3,2.1,0.3,2.1,3.0,7.0,1.0,0.0,0.0,24,41,40,17,40,16,12,70.0,5390,2749,29,6,3.79,0.78,20.0,9,6,4,10,26,500,8,50.0,288,2,0,13,0,,,,,,,,,19,5,7.7,36,1.21,0,0.0,2.4,14.285714285714285
Janis Antiste,fr FRA,18,FW,Spezia,2021-2022,796.0,1.0,0.0,1.4,0.5,1.4,0.2,1.0,11.0,2.0,0.09,0.5,10,7,60,6,6,6,3,63.3,1856,397,14,0,1.58,0.0,18.0,11,4,6,6,22,312,8,38.1,156,0,0,15,0,,,,,,,,,18,9,8.8,44,0.72,-15,-1.7,1.5999999999999999,18.181818181818183
Waldemar Anton,de GER,25,DF,Stuttgart,2021-2022,2595.0,2.0,1.0,2.1,1.7,2.1,1.4,3.0,24.0,6.0,0.08,0.33,26,108,12,7,90,7,1,84.4,30310,12113,37,2,1.28,0.07,40.0,26,32,14,116,72,2152,17,77.3,1356,6,1,29,2,,,,,,,,,29,29,28.8,89,1.07,-13,-0.45,3.5,25.0
Josep Antoni Gayá,es ESP,21,DF,Mallorca,2021-2022,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,0,0,0,0,0,0,82.1,347,131,0,0,0.0,0.0,0.0,0,1,0,3,1,36,0,,15,0,0,0,0,,,,,,,,,1,1,0.6,58,0.0,-3,-4.66,0.0,
Michail Antonio,jm JAM,31,FW,West Ham,2021-2022,2971.0,10.0,8.0,10.8,5.0,10.2,6.0,18.0,82.0,27.0,0.12,0.37,77,46,246,45,24,27,12,62.4,6545,1294,97,17,2.94,0.51,23.0,17,3,39,13,26,1095,50,53.8,681,8,1,50,9,,,,,,,,,36,34,33.0,83,1.56,12,0.36,16.2,32.926829268292686
Christopher Antwi-Adjei,gh GHA,27,"FW,MF",Bochum,2021-2022,1130.0,1.0,1.0,2.0,0.8,2.0,1.0,2.0,29.0,10.0,0.03,0.1,35,22,85,6,7,10,2,60.5,2315,735,26,2,2.25,0.17,21.0,18,1,20,8,22,430,13,40.6,237,2,0,15,6,,,,,,,,,25,12,12.6,45,1.04,-5,-0.4,3.0,34.48275862068966
Houssem Aouar,dz ALG,23,"MF,FW",Lyon,2021-2022,2504.0,6.0,4.0,6.3,5.2,6.3,4.5,10.0,76.0,24.0,0.08,0.25,88,165,169,38,128,34,1,86.0,18236,4604,101,6,3.63,0.22,46.0,30,20,29,5,66,1816,70,54.3,1298,1,0,27,4,,,,,,,,,36,29,27.8,70,1.64,10,0.36,10.8,31.57894736842105
Adil Aouchiche,fr FRA,19,"MF,FW",Saint-Étienne,2021-2022,1081.0,0.0,4.0,1.2,1.3,1.2,1.6,4.0,21.0,10.0,0.0,0.0,43,75,61,17,48,9,3,74.4,7867,2112,38,5,3.17,0.42,13.0,6,17,14,4,30,776,15,37.5,478,2,0,10,5,,,,,,,,,35,11,12.0,31,0.83,-11,-0.92,2.8,47.61904761904761
Dennis Appiah,fr FRA,29,DF,Nantes,2021-2022,2099.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0,2.0,0.0,0.0,,25,69,58,3,43,12,7,75.5,13014,5913,15,0,0.64,0.0,55.0,34,27,18,74,82,1243,14,46.7,663,4,0,39,0,,,,,,,,,32,22,23.3,66,1.5,4,0.17,0.3,0.0
Mauro Arambarri,uy URU,25,MF,Getafe,2021-2022,2663.0,0.0,5.0,1.2,2.7,1.2,2.2,5.0,37.0,8.0,0.0,0.0,32,79,47,45,87,8,5,73.7,19318,5465,75,10,2.53,0.34,62.0,37,32,29,18,94,1563,32,64.0,794,13,0,51,3,,,,,,,,,31,31,29.6,86,1.23,4,0.14,3.4000000000000004,21.62162162162162
Mattia Aramu,it ITA,26,"MF,FW",Venezia,2021-2022,2100.0,7.0,5.0,6.8,4.9,3.6,4.5,12.0,55.0,15.0,0.07,0.27,39,79,117,35,39,28,13,65.9,8928,2978,75,11,3.21,0.47,20.0,15,8,24,19,28,1042,17,44.7,580,6,0,29,15,,,,,,,,,32,25,23.3,66,0.81,-15,-0.64,8.1,27.27272727272727
Charles Aránguiz,cl CHI,32,MF,Leverkusen,2021-2022,1578.0,1.0,4.0,1.6,1.7,1.6,0.9,5.0,10.0,3.0,0.1,0.33,6,96,14,17,92,14,2,83.7,15636,5157,41,6,2.34,0.34,45.0,25,33,27,21,78,1281,7,77.8,675,2,0,26,1,,,,,,,,,26,16,17.5,61,2.12,24,1.37,2.5,30.0
Néstor Araujo,mx MEX,29,DF,Celta Vigo,2021-2022,2617.0,0.0,0.0,0.3,0.4,0.3,0.2,0.0,8.0,1.0,0.0,0.0,47,83,3,2,57,3,1,85.3,26401,6871,14,2,0.48,0.07,22.0,14,27,8,105,49,1785,5,62.5,1007,4,0,19,0,,,,,,,,,34,29,29.1,77,1.26,2,0.07,0.5,12.5
Ronald Araújo,uy URU,22,DF,Barcelona,2021-2022,2272.0,4.0,0.0,1.5,0.8,1.5,1.2,4.0,18.0,10.0,0.22,0.4,30,91,14,8,74,4,3,89.7,28250,8838,15,0,0.59,0.0,41.0,23,23,6,66,64,1868,6,75.0,1200,6,0,25,1,,,,,,,,,30,25,25.2,76,2.13,19,0.75,2.7,55.55555555555556
Cameron Archer,eng ENG,20,"FW,MF",Aston Villa,2021-2022,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0,0,1,0,0,0,0,100.0,62,29,0,0,0.0,0.0,0.0,0,0,0,0,0,11,0,0.0,7,0,0,3,0,,,,,,,,,3,0,0.3,9,1.0,1,3.33,0.0,0.0
Alphonse Areola,fr FRA,28,GK,West Ham,2021-2022,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,0,0,0,52.5,785,656,0,0,0.0,0.0,0.0,0,0,0,1,0,42,0,,20,0,0,0,0,1.0,2.0,66.7,0.0,1.2,0.2,0.0,5.5,1,1,1.0,90,0.0,-1,-1.0,0.0,
Jesús Areso,es ESP,22,DF,Osasuna,2021-2022,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,3,3,5,1,4,0,0,67.1,904,504,4,0,1.91,0.0,3.0,3,0,0,2,3,90,0,,24,1,0,3,1,,,,,,,,,3,2,2.1,63,1.0,-3,-1.44,0.0,
Matias Arezo,uy URU,18,"FW,MF",Granada,2021-2022,162.0,0.0,0.0,1.0,0.1,1.0,0.3,0.0,5.0,3.0,0.0,0.0,4,3,14,6,3,1,0,47.4,187,69,6,1,3.33,0.56,5.0,3,1,1,1,6,68,2,40.0,35,1,0,3,0,,,,,,,,,8,1,1.8,20,0.25,-1,-0.56,1.3,60.0
Santiago Arias,co COL,29,DF,Granada,2021-2022,440.0,1.0,0.0,0.7,0.2,0.7,0.4,1.0,3.0,1.0,0.33,1.0,5,11,21,5,10,3,3,70.2,2480,1038,9,0,1.84,0.0,12.0,5,5,2,10,17,276,3,42.9,104,1,0,6,1,,,,,,,,,12,4,4.9,37,1.5,3,0.61,1.1,33.33333333333333
Adam Armstrong,eng ENG,24,FW,Southampton,2021-2022,1413.0,2.0,2.0,4.5,1.4,4.5,1.6,4.0,47.0,14.0,0.04,0.14,39,30,105,13,11,13,0,70.7,3453,610,36,3,2.29,0.19,10.0,4,3,6,6,13,493,16,38.1,287,1,0,13,3,,,,,,,,,23,17,15.7,61,0.87,-19,-1.21,6.1,29.78723404255319
Stuart Armstrong,sct SCO,29,MF,Southampton,2021-2022,1473.0,2.0,0.0,2.5,1.4,2.5,1.5,2.0,38.0,9.0,0.05,0.22,63,83,78,25,46,23,4,79.3,8618,2144,54,3,3.3,0.18,27.0,19,8,25,15,35,946,27,50.0,595,1,0,11,4,,,,,,,,,25,15,16.4,59,1.32,-13,-0.79,4.0,23.684210526315788
Marko Arnautović,at AUT,32,FW,Bologna,2021-2022,2694.0,14.0,1.0,14.7,2.1,12.5,3.8,15.0,89.0,32.0,0.13,0.38,34,68,221,44,30,19,0,72.6,8749,1621,89,7,2.97,0.23,17.0,9,7,24,17,24,1203,37,62.7,639,6,0,45,2,,,,,,,,,33,32,29.9,82,1.24,-8,-0.27,16.3,35.95505617977528
Maximilian Arnold,de GER,27,MF,Wolfsburg,2021-2022,2994.0,4.0,2.0,1.7,6.7,1.7,4.7,6.0,39.0,15.0,0.1,0.27,18,171,24,57,151,29,10,77.7,30069,10473,106,4,3.19,0.12,37.0,20,37,21,55,74,2158,12,85.7,1104,4,0,47,3,,,,,,,,,34,34,33.3,88,1.24,-10,-0.3,6.4,38.46153846153847
Kepa Arrizabalaga,es ESP,26,GK,Chelsea,2021-2022,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,1,0,0,83.3,2398,1340,0,0,0.0,0.0,0.0,0,0,0,4,0,146,0,,101,0,0,0,0,2.0,11.0,84.6,2.0,3.2,1.2,8.0,18.8,4,4,4.0,90,1.75,4,1.0,0.0,
Tolgay Arslan,de GER,30,MF,Udinese,2021-2022,1658.0,1.0,0.0,1.2,1.1,1.2,1.5,1.0,23.0,9.0,0.04,0.11,35,86,35,15,79,9,2,78.6,8981,2491,48,8,2.6,0.43,35.0,20,13,13,23,48,866,22,64.7,463,9,0,28,7,,,,,,,,,30,22,18.4,55,1.27,6,0.33,2.7,39.130434782608695
Santiago Arzamendia,py PAR,23,MF,Cádiz,2021-2022,469.0,1.0,0.0,0.2,0.2,0.2,0.0,1.0,7.0,1.0,0.14,1.0,9,3,23,1,4,4,3,61.8,1588,457,5,0,0.96,0.0,14.0,6,4,4,7,18,245,3,30.0,91,2,0,6,0,,,,,,,,,14,5,5.2,34,1.5,-2,-0.38,0.2,14.285714285714285
Takuma Asano,jp JPN,26,"FW,MF",Bochum,2021-2022,1608.0,3.0,4.0,3.7,2.1,3.7,1.9,7.0,33.0,11.0,0.09,0.27,48,40,109,20,22,19,6,64.6,3408,1080,49,7,2.74,0.39,11.0,6,7,24,7,18,580,20,55.6,371,1,0,17,3,,,,,,,,,27,20,17.9,60,1.52,-3,-0.17,5.6,33.33333333333333
Santiago Ascacíbar,ar ARG,24,MF,Hertha BSC,2021-2022,2375.0,0.0,1.0,0.9,0.6,0.9,0.5,1.0,13.0,1.0,0.0,0.0,13,86,20,11,70,4,0,82.1,14340,4485,39,1,1.48,0.04,93.0,54,41,24,42,134,1460,12,52.2,620,5,0,35,2,,,,,,,,,28,27,26.4,85,0.96,-23,-0.87,1.4,7.6923076923076925
Sergio Asenjo,es ESP,32,GK,Villarreal,2021-2022,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,1,0,0,81.1,4206,2778,1,0,0.17,0.0,0.0,0,1,0,6,1,247,0,,135,1,0,0,0,9.0,19.0,71.4,0.0,8.9,-0.1,14.0,16.8,6,6,6.0,90,1.33,4,0.67,0.0,
Alejandro Asensio,es ESP,20,FW,Rayo Vallecano,2021-2022,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,1,0,1,1,1,1,87.5,156,37,2,0,13.85,0.0,0.0,0,0,0,0,0,11,0,,4,0,0,0,0,,,,,,,,,2,0,0.1,6,0.0,0,0.0,0.0,100.0
Marco Asensio,es ESP,25,"FW,MF",Real Madrid,2021-2022,1731.0,10.0,0.0,7.5,3.0,7.5,2.4,10.0,64.0,32.0,0.16,0.31,56,80,143,31,59,19,2,81.8,10841,2086,70,6,3.64,0.31,12.0,8,12,24,6,24,1068,27,67.5,701,2,0,8,2,,,,,,,,,31,19,19.2,56,2.39,29,1.51,9.9,50.0
Harrison Ashby,sct SCO,19,DF,West Ham,2021-2022,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,0,0,0,0,100.0,110,8,0,0,0.0,0.0,0.0,0,1,0,1,1,9,0,,5,0,0,0,0,,,,,,,,,1,0,0.1,7,0.0,-1,-12.86,0.0,
Kristoffer Askildsen,no NOR,20,MF,Sampdoria,2021-2022,754.0,0.0,0.0,0.4,0.4,0.4,0.1,0.0,7.0,0.0,0.0,,5,17,11,2,20,1,0,65.0,2158,804,7,1,0.84,0.12,18.0,6,15,5,15,33,323,4,80.0,138,5,0,17,0,,,,,,,,,19,7,8.4,40,0.89,-5,-0.6,0.5,0.0
Fisnik Asllani,xk KVX,18,"MF,FW",Hoffenheim,2021-2022,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,2,0,1,0,0,75.0,80,15,1,0,10.0,0.0,0.0,0,0,0,0,0,9,0,0.0,7,0,0,0,0,,,,,,,,,2,0,0.1,5,1.5,0,0.0,0.0,
Kristjan Asllani,al ALB,19,MF,Empoli,2021-2022,1353.0,1.0,1.0,0.8,0.8,0.8,0.9,2.0,17.0,6.0,0.06,0.17,10,62,19,7,65,4,0,81.9,12159,3636,30,3,2.0,0.2,18.0,9,19,7,15,37,897,7,70.0,573,2,0,13,2,,,,,,,,,23,14,15.0,59,0.96,-11,-0.73,1.7000000000000002,35.294117647058826
Iago Aspas,es ESP,33,FW,Celta Vigo,2021-2022,3087.0,18.0,5.0,14.1,5.8,10.2,5.9,23.0,85.0,36.0,0.18,0.42,112,108,296,57,60,42,7,70.6,13844,2606,120,15,3.5,0.44,14.0,7,11,47,19,25,1693,51,61.4,974,9,0,22,6,,,,,,,,,37,36,34.3,83,1.22,2,0.06,16.1,42.35294117647059
Lorenz Assignon,tg TOG,21,DF,Rennes,2021-2022,616.0,0.0,2.0,0.7,0.9,0.7,1.1,2.0,6.0,4.0,0.0,0.0,19,27,45,7,15,5,1,79.9,5021,1280,18,1,2.63,0.15,15.0,10,11,13,19,26,462,5,50.0,238,0,0,10,2,,,,,,,,,20,5,6.8,31,1.7,17,2.48,1.8,66.66666666666666
Simon Asta,de GER,20,DF,Greuther Fürth,2021-2022,783.0,0.0,0.0,0.2,0.3,0.2,0.3,0.0,3.0,0.0,0.0,,7,25,37,3,16,4,2,70.3,4689,2067,11,1,1.26,0.11,13.0,6,8,13,16,21,481,4,80.0,191,1,0,13,0,,,,,,,,,13,9,8.7,60,0.31,-13,-1.49,0.5,0.0
Youcef Atal,dz ALG,25,DF,Nice,2021-2022,1140.0,2.0,1.0,0.9,1.5,0.9,1.3,3.0,13.0,5.0,0.15,0.4,63,44,106,12,31,16,7,75.3,8234,2706,31,3,2.45,0.24,29.0,19,32,17,21,61,905,18,46.2,527,4,0,17,4,,,,,,,,,17,13,12.7,67,1.29,8,0.63,2.2,38.46153846153847
Pierre-Emerick Aubameyang,ga GAB,32,FW,Arsenal,2021-2022,1037.0,4.0,1.0,5.9,0.9,4.2,1.0,5.0,33.0,16.0,0.12,0.25,21,26,47,9,6,8,0,65.9,1801,404,22,3,1.91,0.26,11.0,5,0,9,4,11,319,2,28.6,142,3,0,15,2,,,,,,,,,14,12,11.5,74,1.64,1,0.09,5.2,48.484848484848484
Pierre-Emerick Aubameyang,ga GAB,32,FW,Barcelona,2021-2022,1082.0,11.0,1.0,7.8,0.6,7.8,1.1,12.0,37.0,20.0,0.3,0.55,16,16,79,8,8,9,0,73.9,2279,294,15,3,1.25,0.25,2.0,2,2,7,4,4,343,4,66.7,187,0,0,7,0,,,,,,,,,17,13,12.0,64,2.24,16,1.33,8.9,54.054054054054056
Emil Audero,id IDN,24,GK,Sampdoria,2021-2022,2560.0,0.0,0.0,0.0,0.1,0.0,0.5,0.0,0.0,0.0,,,0,0,0,2,20,1,0,70.2,22466,16952,5,0,0.18,0.0,3.0,1,2,0,17,5,1076,0,,593,2,0,0,0,48.0,82.0,63.8,5.0,43.1,-3.9,25.0,13.5,29,29,28.4,88,1.0,-12,-0.42,0.5,
Tommaso Augello,it ITA,26,DF,Sampdoria,2021-2022,2395.0,1.0,1.0,0.4,2.3,0.4,1.9,2.0,7.0,2.0,0.14,0.5,60,90,100,17,60,33,15,76.8,18085,7464,49,2,1.84,0.08,36.0,20,29,48,68,65,1614,23,52.3,867,0,0,12,3,,,,,,,,,36,25,26.6,67,1.0,-7,-0.26,2.3,28.57142857142857
